productId,brand,productName,seoName,companyName,category,subcategory,price,price_multipack,multipack_quantity,currency,pack_size,description,ingredients,retailers_available,packaging_attributes.packaging_type,market_position.market_maturity,market_position.price_tier,market_position.seasonality,target_user_1_segment,target_user_1_motivation,target_user_2_segment,target_user_2_motivation,target_user_3_segment,target_user_3_motivation,usage_1_scenario,usage_1_frequency,usage_2_scenario,usage_2_frequency,usage_3_scenario,usage_3_frequency,usage_4_scenario,usage_4_frequency,companion_products_count,companion_1_type,companion_1_relationship,companion_2_type,companion_2_relationship,companion_3_type,companion_3_relationship,companion_4_type,companion_4_relationship,companion_5_type,companion_5_relationship,labels
comp_258bbc11ce691928ca6f,Trip,Lemon Basil CBD Drink 250ml,lemon-basil-cbd-drink-250ml,Trip,Soft Drinks,CBD Drinks,5.5,5.5,1,GBP,250ml,"TRIP Lemon Basil is a refreshing, lightly sparkling drink infused with 15mg of CBD and natural fruit juices. With no added sugar, it offers a delicious and healthy way to unwind or start your day. Enjoy it chilled on its own or as a mixer in cocktails.","Water, fruit juice from concentrate (lemon (7%), grape), lemon balm, ginseng, L-theanine, chamomile, natural flavourings (lemon, lime, basil 0.1%), flavour enhancer (erythritol), natural sweetener (steviol glycosides), CBD (15mg), (soya lecithin).

For allergens, see ingredients in bold.",Ocado; Waitrose; Sainsbury's; Boots; tripdrinks.co.uk,can,growing,premium,year-round,Health-conscious young professionals,"Seeking a natural, low-sugar beverage to help unwind and manage daily stress without alcohol or excessive caffeine, aligning with a healthy lifestyle.",Mindful drinkers,"Desire a refreshing, flavorful drink that offers a sense of relaxation and sophistication, suitable for social settings as an alternative to alcoholic beverages.",,,Unwinding after work,daily,Morning refreshment,daily,Social gathering mixer,occasional,Stress relief during the day,weekly,3,Vodka,enhancer,Sparkling water/seltzer,substitute,Herbal tea,complementary,,,,,Herbal(0.9); Citrus(0.95); Cans(0.98); Naturally Sweetened(0.95)
comp_477f329b913bfa2ad62c,Trip,Mindful Blend Elderflower Mint 4x250ml,mindful-blend-elderflower-mint-4x250ml,Trip,Soft Drinks,CBD Drinks,2,2,1,GBP,250ml,"TRIP Mindful Blend Elderflower Mint is a lightly sparkling drink crafted in the UK, designed to support psychological function and promote calm. Infused with 120mg magnesium and adaptogenic botanicals like Lion's Mane, Lemon Balm, and Chamomile, it offers a refreshing taste with apple and grapefruit juices, elderflower, and mint. This low-calorie, vegan, and gluten-free beverage contains no added sugar, making it a healthy choice for daily well-being.","Sparkling Water, Fruit Juices from Concentrate (27%) (Apple, Grapefruit), Erythritol, Magnesium Citrate, Citric Acid, Botanical Extracts (Lion's Mane, Ashwagandha, Lemon Balm, Chamomile, Ginseng), Natural Flavourings, Stevia, L-Theanine",Ocado; Waitrose; Sainsbury's; Boots; tripdrinks.co.uk,can,growing,premium,year-round,Health-conscious millennials,"Seeking low-calorie, no-added-sugar drinks with functional benefits (magnesium, adaptogens) to support mental calm and focus",Busy professionals seeking calm,Desire an easy daily ritual that provides a calming effect without alcohol or high calories,Vegan and dietary-restricted consumers,Need ready-to-drink options that align with vegan and gluten-free diets while offering functional benefits,Midday calm at the desk,daily,Post-exercise refresh,weekly,Alcohol alternative at social occasions,occasional,On-the-go commute pick-me-up,daily,4,Sparkling Water,substitute,Herbal Tea (Chamomile / Lemon Balm blends),complementary,Healthy Protein or Energy Bar,complementary,Reusable Insulated Bottle / Can Cooler,accessory,,,Lightly Carbonated(0.9); Cans(0.95); Citrus(0.9)
comp_bc83317e62c8463daa74,Trip,Mindful Blend Calm Apple Blossom 250ml,mindful-blend-calm-apple-blossom-250ml,Trip,Soft Drinks,CBD Drinks,2,2,1,GBP,250ml,"This sparkling drink is crafted with fruit juices, magnesium, and botanical extracts like Lion's Mane, Lemon Balm, and Chamomile. It offers a refreshing apple blossom flavor designed to promote a sense of calm. Enjoy this beverage as a mindful refreshment throughout your day.","Carbonated Water, Fruit Juices from Concentrate (Grape, Apple (3%), Cucumber), Flavour Enhancer: Erythritol, Magnesium Citrate, Acidity Regulator: Citric Acid, Lion&#x27;s Mane Extract, Natural Flavourings & Botanical Extracts (Lemon Balm, Chamomile), Sweetener: Steviol Glycosides from Stevia",Ocado; Waitrose; Sainsbury's; Boots; tripdrinks.co.uk,can,growing,mid-range,year-round,Wellness-focused young professionals,"Wants a low-sugar, flavorful drink that supports relaxation and cognitive balance without alcohol or heavy calories",Sober-curious/social non-drinkers,Seeks an enjoyable alternative to alcoholic drinks that feels intentional and social-friendly,Health-conscious shoppers,Purchases beverages with added minerals and botanicals that align with a wellness-first diet,Evening wind-down drink,daily,Midday calm boost at work,weekly,Non-alcoholic option for social occasions,occasional,,,4,Herbal tea (lemon balm or chamomile),complementary,Sparkling water,substitute,Dark chocolate (70%+ cacao),enhancer,Insulated can cooler / koozie,accessory,,,Herbal(0.9); Naturally Sweetened(0.95); Cans(0.98)
comp_76b54fa3c6da8de430f0,DASH,Water Sparkling Lime,water-sparkling-lime,DASH,Soft Drinks,Sparkling Water,4.75,4.75,1,GBP,330ml,"Dash Water Sparkling Lime is a zero-calorie, naturally flavored sparkling spring water infused with real 'wonky' limes (misfit fruit) for a fresh citrus lift without sugar or artificial sweeteners. Made from carbonated spring water and lime extract with natural flavorings and citric acid, it’s positioned as a refreshing, eco-conscious alternative to sugary soft drinks.","Carbonated Spring Water, Lime Extract, Natural Flavourings, Acid, Citric Acid",Ocado; Waitrose; Sainsbury's; Tesco; dash-water.com,can,growing,mid-range,year-round,Eco-conscious millennials,Reduce food waste and choose drinks made from real fruit without sugar or artificial ingredients,Health-conscious consumers,"Want a satisfying fizzy drink with no sugar, calories, or artificial sweeteners",Busy commuters & office workers,"Convenient, single-serve fizzy option that replaces sugary sodas",Everyday lunchtime refreshment,daily,Post-workout hydration,weekly,Social gathering mixer,occasional,,,4,Salads and light meals,complementary,Reusable water bottle / insulated can cooler,accessory,Unflavoured sparkling water,substitute,Cocktail & mocktail mixers,enhancer,,,Sparkling Water(0.95); Sugar-Free(0.95); Vegan(0.9)
comp_f572629306327d68d934,DASH,Water Sparkling Raspberry,water-sparkling-raspberry,DASH,Soft Drinks,Sparkling Water,4.75,4.75,1,GBP,330ml,"DASH Sparkling Raspberry is a zero-calorie, naturally flavored sparkling spring water made using real 'wonky' raspberries to reduce food waste. It delivers light carbonation and natural raspberry aroma without sugar, sweeteners, caffeine, or alcohol—designed for everyday hydration and a healthier alternative to sodas.","Carbonated Spring Water, Natural Flavourings, Raspberry Extract, Acid, Citric Acid",Ocado; Waitrose; Sainsbury's; Tesco; dash-water.com,can,growing,premium,year-round,Health-conscious millennials,Want flavorful hydration with zero calories and no artificial ingredients while supporting ethical brands,Eco-conscious consumers,"Prefer products that demonstrate environmental impact (wonky fruit usage, recyclability, carbon programs)",Busy professionals seeking convenient hydration,"Need a portable, ready-to-drink option that fits workplace and on-the-go routines",Everyday desk hydration,daily,Post-workout refresher,weekly,Non-alcoholic option at social gatherings,occasional,,,4,Reusable water bottle,accessory,Healthy snack/Salad,complementary,Sparkling water variety pack,enhancer,Zero-calorie mixers (non-alcoholic),substitute,,,Sparkling Water(0.95); Sugar-Free(0.95); Vegan(0.9)
comp_33a0725ccf04ff2af847,DASH,Cherry Infused Sparkling Water 4 x 330ml,cherry-infused-sparkling-water-4-x-330ml,DASH,Soft Drinks,Sparkling Water,4.75,4.75,1,GBP,330ml,"Zero-calorie sparkling spring water infused with natural cherry flavour and cherry extract, made using 'wonky' fruit to reduce food waste. Carbonated and lightly acidic for crisp bubbles, the product is ClimatePartner certified to reflect the brand's emissions reduction and climate project support. Suitable for on-the-go hydration and mixers.","Carbonated Spring Water, Natural Flavourings, Cherry Extract, Acid: Tartaric Acid",Ocado; Waitrose; Sainsbury's; Tesco; dash-water.com,multipack,mature,mid-range,year-round,Environmentally conscious shoppers,"Prefer products that reduce environmental impact (wonky fruit use, ClimatePartner certification) while delivering a refreshing beverage.",Health-conscious adults,"Seek flavorful alternatives to sugary sodas that fit low-calorie, keto, or sugar-restricted diets.",Busy professionals,"Want a convenient, refreshing drink for work breaks and commuting without added sugar or calories.",Cold refreshment after exercise,daily,Mixer for low-calorie cocktails or mocktails,weekly,On-the-go hydration,daily,Picnic or outdoor social gatherings,occasional,4,Fresh lemon or lime wedges,complementary,"Light snacks (e.g., crisps, nuts)",complementary,Flavoured sparkling water (other flavours),substitute,Cocktail bitters or syrups,enhancer,,,Sparkling Water(0.95); Sugar-Free(0.95); Vegan(0.9)
comp_ce74bad93e289c1557ef,DASH,Peach Sparkling Water 4 x 330ml,peach-sparkling-water-4-x-330ml,DASH,Soft Drinks,Sparkling Water,4.75,4.75,1,GBP,330ml,"Peach-flavoured sparkling spring water brewed with natural flavourings and peach extract for a light, refreshing taste. Zero added sugar and low in calories, it's ideal for everyday hydration, as a mixer for cocktails or mocktails, and as a crisp alternative to sugary soft drinks.","Carbonated Spring Water, Natural Flavourings, Peach Extract, Acid: Malic Acid",Ocado; Waitrose; Sainsbury's; Tesco; dash-water.com,multipack,mature,mid-range,year-round,Health-conscious adults,Desire a flavorful hydration option without added sugar or calories,Young adults & social drinkers,"Looking for tasty, low-calorie mixers and non-alcoholic alternatives",Families with children,Provide appealing flavored drinks with no added sugar for children and family consumption,Daily hydration at work or home,daily,Mixer for cocktails and mocktails,occasional,Picnics and outdoor gatherings,seasonal,Post-workout refreshment,weekly,4,Lemon or lime slices,enhancer,Vodka or light spirits,enhancer,Reusable insulated tumbler,accessory,Sparkling water variety pack,substitute,,,Unsweetened(0.95); Cans(0.98)
comp_eccde4366a91b1659336,Hip Pop,Ginger & Yuzu Kombucha,ginger-and-yuzu-kombucha,Hip Pop,Soft Drinks,Kombucha & Fermented Drinks,6,6,1,GBP,330ml,"This Hip Pop kombucha offers a refreshing and naturally fizzy beverage, blending the warming spice of ginger with the bright, citrusy notes of yuzu. It's a lightly sparkling drink with a lively mix of zest and spice, perfect for those seeking a flavorful and invigorating refreshment.","Water, Cane Sugar, Green Tea, Black Tea, Kombucha Culture, Ginger Juice, Yuzu Juice, Lemon Juice, Living Cultures (Bacillus Coagulans)",Ocado; Morrisons; Tesco; drinkhippop.com,can,growing,mid-range,year-round,Health-conscious millennials,"Seek low-calorie, naturally flavored drinks with probiotics and clean labels as a healthier alternative to sugary sodas",Gut-health seekers,"Purchase for live cultures and digestive benefits delivered in a convenient, enjoyable format",Flavor explorers,"Buy for interesting, premium-tasting drinks to try and share, preferring craft or small-batch options",Mid-morning probiotic boost,daily,Post-workout refreshment,weekly,Non-alcoholic social drink,occasional,Lunchbox or picnic beverage,monthly,4,Light salads or grain bowls,complementary,Sparkling water or other kombucha flavors,substitute,Reusable can cooler / insulated sleeve,accessory,Healthy snack bars,complementary,,,Can(0.98); Low-Sugar(0.9); Citrus(0.95)
comp_896d6b513e5ac320961a,Hip Pop,"Strawberry & Pineapple Kombucha, 4 x 330ml (EAN/Barcode: 5060512671629)",strawberry-and-pineapple-kombucha-4-x-330ml-(ean/b,Hip Pop,Soft Drinks,Kombucha & Fermented Drinks,6,6,1,GBP,330ml,"This lightly sparkling kombucha offers a refreshing blend of sweet strawberry and tangy pineapple flavors. Crafted with living cultures, it provides a delicious and beneficial beverage option. Enjoy it as a healthy alternative to sugary drinks or as a revitalizing pick-me-up.","Water, Cane Sugar, Green Tea, Black Tea, Kombucha Culture, Strawberry and Pineapple Juices from Concentrate, Natural Flavourings, Living Cultures (Bacillus Coagulans)",Ocado; Morrisons; Tesco; drinkhippop.com,can,growing,mid-range,year-round,Health-conscious millennials,"Seek probiotic, low-calorie drinks with natural flavors that support digestion and fit a healthy lifestyle",Sober-curious social drinkers,"Want flavorful, fermented alternatives to alcoholic drinks that feel premium and social-friendly",Craft beverage enthusiasts,"Attracted to unique flavor profiles (strawberry & pineapple), live cultures, and brand stories about small-batch brewing",Daily gut-health ritual,daily,Alcohol alternative at social events,weekly,Post-workout refreshment,weekly,Outdoor picnic or BBQ drink,occasional,5,Light salads or grain bowls,complementary,Non-alcoholic spirits / cocktail mixers,complementary,Reusable glassware (tumblers),accessory,Variety kombucha mixed case,substitute,Probiotic supplements,enhancer,Vegan(0.95)
comp_b1ebbffacf8715281a50,Hip Pop,Kombucha - Apple and Elderflower,--kombucha---apple-and-elderflower,Hip Pop,Soft Drinks,Kombucha & Fermented Drinks,6,6,1,GBP,330ml,"Hip Pop Kombucha in Apple & Elderflower flavor supports digestive health with a probiotic boost. This refreshing beverage is made with live cultures, low sugar, and no artificial sweeteners, offering a plant-based and 100% natural option for gut wellness.","Water, Cane Sugar, Green Tea, Black Tea, Kombucha Culture, Apple Juice from Concentrate, Elderflower Extract, Natural Flavourings, Living Cultures (Bacillus Coagulans)",Ocado; Morrisons; Tesco; drinkhippop.com,multipack,growing,mid-range,year-round,Health-conscious individuals,"To support digestive wellness, enjoy a natural and refreshing drink, and avoid artificial ingredients.",Young adults and millennials,To consume a trendy and beneficial beverage that aligns with their dietary preferences and lifestyle.,,,Daily digestive support,daily,Refreshing beverage,daily,On-the-go hydration,weekly,,,3,"Healthy snacks (e.g., nuts, fruit, granola bars)",complementary,Yoga or fitness accessories,complementary,Sparkling water or other functional beverages,substitute,,,,,Lightly Sweetened(0.9); Can(0.95)
comp_a7fb468e0abe77dd60a5,Hip Pop,Living Soda - Tropical Peach,--living-soda---tropical-peach,Hip Pop,Soft Drinks,Kombucha & Fermented Drinks,5.25,5.25,1,GBP,330ml,"Hip Pop Living Soda in Tropical Peach flavor is a refreshing beverage designed to support gut health with probiotics and vitamins. This 100% natural, low-sugar soda offers a delicious way to maintain healthy gut bacteria. It's a functional and healthy alternative to traditional sodas, perfect for those seeking a gut-friendly drink.","Water, Chicory Root Fibre, Apple Cider Vinegar, Apple, Peach, and Mango Juices from concentrate, Natural Flavourings, Living Cultures (Bacillus Coagulans)",Ocado; Morrisons; Tesco; drinkhippop.com,can,growing,mid-range,year-round,Health-conscious individuals,"Desire for a tasty, low-sugar beverage that actively contributes to their health, specifically gut health, without compromising on flavor.",Young adults seeking soda alternatives,"Looking for a 'better-for-you' soda option that aligns with a healthier lifestyle, offers a unique flavor experience, and provides functional benefits.",,,Refreshing daily drink,daily,Post-workout hydration,weekly,Lunch accompaniment,weekly,,,3,"Healthy snacks (e.g., fruit, nuts, yogurt)",complementary,Water bottles/Tumblers,accessory,"Other functional beverages (e.g., kombucha, sparkling water)",substitute,,,,,Kombucha(0.95); Vegan(0.9); Soft Drinks(0.9)
comp_248572127266f0cd8f3d,Agua de Madre,Pink Grapefruit & Lime Water Kefir,pink-grapefruit-and-lime-water-kefir,Agua de Madre,Soft Drinks,Kombucha & Fermented Drinks,3.3,3.3,1,GBP,330ml,"Agua de Madre Pink Grapefruit & Lime Water Kefir is a naturally fermented, dairy-free, and caffeine-free beverage made from a 2000-year-old Mexican Opuntia cactus culture. This refreshing drink is bursting with billions of probiotic live cultures, supporting digestive health and overall well-being. Enjoy this invigorating plant-based kefir as a delicious and healthy addition to your daily routine.","Kefir Culture Fermented in Filtered Water, Figs, Organic Cane Sugar, Lemons, Ginger, Pink Grapefruit Syrup, Lime Syrup, Apple Cider Vinegar, Lemongrass Extract, Bacillus Subtilis and Himalayan Salt",Ocado; Waitrose; aguademadre.co.uk,bottle,growing,premium,year-round,Gut-health enthusiasts,"Seek daily probiotic support in a tasty, low-calorie beverage to support digestion and overall wellbeing",Vegan and clean-label consumers,"Want a fermented, dairy-free alternative to kombucha or yogurt-based drinks with transparent ingredients",Busy professionals and commuters,"Prefer a ready-to-drink, portable product that delivers functional benefits without caffeine or alcohol",Daily gut-support drink with breakfast,daily,Midday refreshing probiotic boost,weekly,Post-meal digestive aid,weekly,Non-alcoholic option at gatherings,occasional,4,Sparkling water,complementary,Kombucha,substitute,Probiotic yogurt (plant-based),complementary,"Fresh citrus fruit (grapefruit, lime)",enhancer,,,Vegan(0.98); Vegan(0.98); Soft Drinks(0.9)
comp_5a38fe7f78eabe2a3cc0,Agua de Madre,Raspberry & PassionFruit Water Kefir,raspberry-and-passionfruit-water-kefir,Agua de Madre,Soft Drinks,Kombucha & Fermented Drinks,3.3,3.3,1,GBP,330ml,"Agua de Madre Raspberry & PassionFruit Water Kefir is a naturally fermented, plant-based beverage bursting with billions of live probiotic cultures. This dairy and caffeine-free drink, made in East London, supports digestive health with its invigorating and lightly sparkling profile. Enjoy the natural flavors of raspberry and passion fruit in this gut-friendly refreshment.","Sparkling Water Kefir (Filtered Water, British Sugar, Kefir Cultures), Natural Raspberry & Passion Fruit Flavours, Carrot & Blackcurrant Concentrates",Ocado; Waitrose; aguademadre.co.uk,can,growing,premium,year-round,Health-conscious millennials,"Seeks probiotic, low-alcohol alternatives to support digestion and wellbeing while enjoying a flavorful, natural beverage.",Sober-curious / non-drinkers,"Wants flavorful, adult-oriented alternatives to alcoholic drinks that feel social and premium without the alcohol effects.",Busy families looking for better-for-kids options,"Looking for a tasty, naturally fermented drink that provides live cultures and can be offered as a healthier alternative to sugary soft drinks.",Daily gut-support drink,daily,Alcohol alternative at social occasions,weekly,With meals as a refreshing beverage,weekly,On-the-go refreshment,occasional,4,Non-alcoholic spirits & cocktail mixers,complementary,"Fermented foods (e.g., kimchi, sauerkraut)",complementary,Probiotic supplements,enhancer,Sparkling water / flavored mineral water,substitute,,,Lightly Sweetened(0.8); Tropical(0.9); Vegan(0.95); Soft Drinks(0.9); Berry(0.9)
comp_f802788f0b830c84aeeb,Agua de Madre,Blood Orange Water Kefir,blood-orange-water-kefir,Agua de Madre,Soft Drinks,Kombucha & Fermented Drinks,3.3,3.3,1,GBP,330ml,"Agua de Madre Blood Orange Water Kefir is a naturally fermented beverage made from a 2000-year-old Mexican Opuntia cactus culture. This dairy-free and caffeine-free drink is bursting with billions of probiotic live cultures, supporting digestive health. It's crafted entirely from plants in East London, offering a refreshing and invigorating experience.","Kefir Culture Fermented in Filtered Water, Figs, Organic Cane Sugar, Lemons, Ginger, Blood Orange Syrup, Aromatic Bitters, Apple Cider Vinegar, Bitter Orange Extract, Bacillus Subtilis and Himalayan Salt",Ocado; Waitrose; aguademadre.co.uk,bottle,growing,premium,year-round,Health-conscious millennials,"Looking for a tasty, socially acceptable probiotic drink that supports digestion and fits a mindful, low-alcohol lifestyle.",Mindful drinkers / low-alcohol seekers,"Desire for sophisticated, low-ABV or alcohol-free alternatives for social occasions and cocktail mixing.",Wellness-oriented families and professionals,"Want convenient, pre-portioned probiotic options that are dairy-free, vegan and lower in sugar for family consumption.",Daily gut-support beverage,daily,Mindful aperitif or low-alcohol serve,weekly,Post-workout rehydration and recovery sip,weekly,On-the-go refreshment for picnics and outings,occasional,4,Cold-pressed citrus juices,complementary,Glassware (aperitif or highball glasses),accessory,"Other fermented beverages (kombucha, kefir milk)",substitute,Artisanal bitters and cocktail syrups,enhancer,,,Organic(0.75); Vegan(0.98); Citrus(0.9); Vegan(0.95); Soft Drinks(0.9)
comp_e92c3cd5a2881a45e715,Agua de Madre,Pomegranate & Hibiscus Water Kefir,pomegranate-and-hibiscus-water-kefir,Agua de Madre,Soft Drinks,Kombucha & Fermented Drinks,3.3,3.3,1,GBP,330ml,"Agua de Madre Pomegranate & Hibiscus Water Kefir is a naturally fermented beverage, crafted in East London from a 2000-year-old Mexican Opuntia cactus culture. This dairy-free and caffeine-free drink is bursting with billions of probiotic live cultures, supporting digestive health. Enjoy this invigorating drink as a refreshing and gut-friendly option.","Kefir Culture Fermented in Filtered Water, Figs*, Cane Sugar*, Lemons*, Ginger*, Pomegranate &amp; Hibiscus*, Apple Cider Vinegar*, Extracts of Pomegranate* &amp; Hibiscus*, Bacillus Subtilis* &amp; Himalayan Salt, (*Organic)",Ocado; Waitrose; aguademadre.co.uk,bottle,growing,premium,year-round,Health-conscious adults,"Seek probiotic-rich, low-intervention drinks to support gut health and replace sugary sodas.",Sober-curious and non-drinkers,"Desire a sophisticated, fermented alternative to alcoholic beverages that still provides flavor and mouthfeel.",Parents seeking better kids' drinks,"Want a flavorful, probiotic option that reduces soda intake for children and the household.",Daily gut-support drink,daily,Non-alcoholic social toast,occasional,On-the-go refreshment,weekly,,,3,Greek yogurt or dairy-free yogurt,complementary,"Fresh fruit (pomegranate, citrus)",enhancer,Sparkling water / Kombucha,substitute,,,,,Organic(0.9); Vegan(0.95)
comp_68d413ccd1f3c796120e,Dalston's,Sparkling Pineapple,sparkling-pineapple,Dalston's,Soft Drinks,Craft Soft Drinks,4.2,4.2,1,GBP,330ml,"A sparkling, chef-crafted pineapple soda made with real fruit juice for a naturally refreshing taste. It contains no added sugar or artificial sweeteners, using sparkling water, pineapple juice (16%) and white grape juice from concentrate with natural flavourings. Ideal as a lighter soft-drink alternative or a mixer for cocktails.","Sparkling Water, Pineapple Juice from Concentrate (16%), White Grape Juice from Concentrate, Natural Flavourings",Ocado; Waitrose; Tesco; Sainsbury's; dalstons.com,can,mature,premium,year-round,Health-conscious adults,"Seeks no added sugar, real fruit taste and a lighter alternative to traditional sodas",Millennial premium buyers,"Attracted by premium branding, unique flavors and 'made by chefs' storytelling",Parents seeking healthier kids' drinks,Wants a fizzy treat with no added sugar and recognizable fruit ingredients,Light mixer for cocktails,occasional,Lunch or afternoon refreshment at work,weekly,Summer picnic or BBQ thirst-quencher,seasonal,On-the-go cold beverage,daily,4,"Light spirits (rum, vodka)",complementary,Ice (bagged ice),accessory,Savory snack crisps,complementary,"Other Dalston's flavours (e.g., Rhubarb, Elderflower)",substitute,,,Craft Soda(0.9); Vegan(0.9); Soft Drinks(0.9)
comp_e6a233e03547863e37b5,Dalston's,Sparkling Cherry,sparkling-cherry,Dalston's,Soft Drinks,Craft Soft Drinks,4.2,4.2,1,GBP,330ml,"A chef-made sparkling cherry drink combining real pressed cherry and white grape juice with sparkling water for a naturally fruity soda. No added sugar or artificial ingredients, offering a low-calorie, refreshing alternative to conventional soft drinks. Best served chilled as a standalone refreshment or a mixer in cocktails.","Sparkling Water, Sweet and Sour Cherry Juices from Concentrate (14%), White Grape Juice from Concentrate, Natural Flavourings",Ocado; Waitrose; Tesco; Sainsbury's; dalstons.com,can,growing,premium,year-round,Health-conscious adults,"Want a low-calorie, no-added-sugar soda made from real fruit",Premium-oriented millennials,"Looking for premium, chef-crafted alternatives to mainstream soft drinks with eco credentials",Parents seeking kid-friendly treats,"Desire a safer, naturally sweetened fizz that still feels like a treat",Chilled refreshment on a hot day,seasonal,Mixer for light cocktails and mocktails,occasional,Beverage with lunch or light meal,weekly,,,4,Light salads and cold sandwiches,complementary,Sparkling water (unflavoured),substitute,Gin or vodka,complementary,"Ice and cocktail garnishes (fresh cherries, citrus)",enhancer,,,Craft Soda(0.9); Vegan(0.9); Soft Drinks(0.9)
comp_8fa57f07a5db80d320ac,Dalston's,Sparkling Rhubarb,sparkling-rhubarb,Dalston's,Soft Drinks,Craft Soft Drinks,4.2,4.2,1,GBP,330ml,"A naturally refreshing sparkling fruit drink made with real rhubarb and apple juice, lightly carbonated for a crisp finish. No added sugar and free from artificial sweeteners or colours, it delivers bright rhubarb flavour with minimal calories for everyday refreshment.","Sparkling Water, Apple Juice from Concentrate, Rhubarb Juice (4%), Colour (Blackcurrant Juice from Concentrate), Natural Flavourings",Ocado; Waitrose; Tesco; Sainsbury's; dalstons.com,can,growing,premium,year-round,Health-conscious adults,Wants a flavorful fizzy drink without added sugar or artificial ingredients and lower calories than regular sodas.,Foodies and craft beverage seekers,"Seeks distinctive, real-fruit flavours and brand stories that differentiate from mainstream soft drinks.",Hosts and entertainers,"Needs attractive, tasty beverages that pair well with food and cocktails for guests.",Afternoon refreshment,daily,Summer picnic or outdoor gathering,occasional,Mixer for cocktails or mocktails,weekly,Meal accompaniment,weekly,4,Artisanal crisps or light snacks,complementary,Gin or vodka (for mixing),enhancer,Sparkling water (plain),substitute,Reusable insulated cooler bag,accessory,,,Herbal and Botanical(0.85)